name,latency_s,tokens_generated,tokens_per_s,peak_mem_gb,reference,prompt,output
validation-20,16.245,56,3.45,8.899,A carer found guilty of murdering her MS-suffering father has been sentenced to life in prison with a minimum term of four years.,"Summarize in one sentence:
Claire Darbyshire, 36, killed 67-year-old Brian at their home in Wykeham Green, Dagenham, east London, on 2 September last year.
Afterwards, she claimed they had made a suicide pact as his illness had become ""intolerable"".
But following an Old Bailey trial, a jury found Darbyshire guilty of murder.
Sentencing her, Recorder of London Nicholas Hilliard QC said he accepted that she believed it was an act of mercy.
He said the key to the case was that she failed to establish her father had agreed she would also kill herself in a suicide pact.
He said: ""I accept your evidence that your father did raise the question of ending his own life and he wanted to do that and wanted your help to do so.""
But he told her she had unlawfully killed her father behind ""closed doors"" and no defence to murder applied.
Darbyshire, who was born male but has lived her life as a female, has already spent five months on remand in a men's prison awaiting trial.
Widower Mr Darbyshire developed MS in 1995 and in 2014 the defendant took over as his sole carer.
Prosecutor Jonathan Rees QC told jurors that Mr Darbyshire, a retired Ford stock controller, had not expressed any suicidal thoughts or complained about being in pain to nurses who visited him.
Medical records revealed he had episodes of ""bad temper and aggression"", but had never tried to kill himself.
Darbyshire complained to a friend about having to look after him and appeared to be stressed.
After the killing she caught a train to the Dover area, having texted the district nurse to visit ""asap"".
On 3 September, Darbyshire approached a National Trust worker on cliffs for help and ended up with support services in Canterbury.
Five days later she mentioned the suicide pact for the first time. She said they had both taken an overdose on 1 September, which failed to work, before she suffocated her father.
On the morning of 10 September - eight days after the killing - police discovered Mr Darbyshire's body in his bed with a suit, teddy bear and various handwritten notes nearby.
Following her arrest, Darbyshire told police she had planned to hand herself in the next day and a signed account was found among her belongings.
In mitigation, Paul Keleher QC told the court that by 2015, Darbyshire and her father were ""living a life which most people would regard as intolerable"".
He also discussed a report about her time in custody, saying she had thought about self-harm when she first arrived in prison but ""the kindness of strangers... brought her to the realisation that life was not desperate"".
He added: ""The prison will continue to support in terms of her ongoing transformation.""
Det Insp Sarah McConnell from the Met Police's Homicide and Major Crime Command said:  ""The reclusive lifestyle that Brian and Claire Darbyshire had lived for a number of years means it is difficult to fully understand their precise situation.""
She said the unanimous verdict of murder ""has been welcomed by the remaining family of Brian Darbyshire"".","Claire Darbyshire, who claimed to have made a suicide pact with her terminally-ill father, has been found guilty of murder and sentenced for killing him at their home in London, despite failing to establish his agreement, as the court ruled no defense to murder applied."
validation-21,11.112,38,3.42,8.548,Surrey and England batsman Jason Roy has agreed a short-term deal to play for Sydney Sixers in the forthcoming Big Bash tournament in Australia.,"Summarize in one sentence:
The 26-year-old is expected to play five games for the Sixers before joining up with England's limited-overs squad in India.
""To get the opportunity to play at the SCG is obviously a massive ambition of mine,"" he told the club website.
Roy could make his debut in the game against Sydney Thunder on 20 December.
He played three Big Bash games for Thunder two seasons ago.
""Jason is known as an explosive weapon at the top of the order and we look forward to his contribution, bringing also his English experiences from which we can share,"" said Sixers head coach Greg Shipperd.
England begin the limited-overs section of their tour to India next month.
Media playback is not supported on this device","26-year-old cricket player Jason Roy is set to play five games for the Sixers before joining England's team in India for their limited-overs tour, according to the club website."
validation-22,18.157,64,3.52,8.653,"Esports could be added to the Olympic Games programme in 2024, with the Paris bid team keen to discuss the issue with the International Olympic Committee.","Summarize in one sentence:
Media playback is not supported on this device
Competitive video gaming generated £400m in revenue in 2016, has a global audience of about 320 million, and will be included in the 2022 Asian Games.
""We have to look at it because we can't say, 'it's not about Olympics,'"" Paris 2024 co-president Tony Estanguet said.
""The youth are interested, so let's meet them,"" he told the AP news agency.
""I think it's interesting to interact with the IOC and the esports family to better understand what the process is and why it is such a success.
""There is some time to look at it, to interact, to engage. I don't want to say 'no' from the beginning.""
Media playback is not supported on this device
Paris' hosting of the 2024 Games - and Los Angeles' in 2028 - is set to be officially ratified at an IOC congress in Lima, Peru in September.
The 2024 programme will start to be shaped in 2019, and a decision on what sports are to be added in Paris will be taken after the 2020 Games in Tokyo.
""We will spend some time after Lima to engage with new people and stakeholders,"" Estanguet said.
""The IOC will have the last say if they want esports on the programme. Let's discuss among ourselves.""","Paris 2024 co-president Tony Estanguet says the Olympic Committee should consider adding esports, a popular form of competitive gaming with a global audience of 320 million, to the 2022 Asian Games and potentially the 2024 Olympics, acknowledging its appeal to young audiences."
validation-23,16.245,56,3.45,8.628,"Middlesbrough Mayor Ray Mallon has referred himself to his council's standards committee in response to accusations a land sale was ""dodgy"".","Summarize in one sentence:
Mr Mallon said businesswoman Christine Bell and councillor Len Junier had criticised him and his fellow councillors for selling land at Acklam Hall for development.
They referred to it as ""dodgy"" on Twitter and at a council meeting.
Mayor Mallon said they now had to provide evidence of the claims.
The independent mayor said: ""You have two people here who claim the sale of Acklam Hall was dodgy.
""What those people have got to do now is produce the evidence of malpractice, corruption, or criminality and I will give you a cast iron guarantee they will not be able to produce one shred of evidence.
""Now they've actually got to put up or shut up.""
Mr Junier (Independent), who has asked the Secretary of State to investigate the sale of the land, said: ""This was all about me having a duty to ask questions and raise concerns wherever they exist.
""All I want to know is did the taxpayers get the best deal possible for that land?""
The hall was valued at about Â£1m some years ago but Middlesbrough Council has refused to say how much it was sold for.
Critics said the 32 acres of land was worth more more than Â£20m.
Ms Bell told the BBC she had raised a matter of concern which had not yet been resolved and now awaits the outcome with interest.","Independent Mayor of Middlesbrough, Peter Mallon, has challenged two critics, Christine Bell and Len Junier, to provide evidence of alleged ""dodgy"" land sale of Acklam Hall for development, stating he will not accept any claims of malpractice without proof."
validation-24,16.360,56,3.42,9.117,"If you want to know why India has courted international controversy by awarding a medal to an army officer who tied a civilian to the front of a jeep, you need to understand what is really happening in Indian-administered Kashmir.","Summarize in one sentence:
On 9 April, a Kashmiri man called Farooq Ahmed Dar was trussed to the spare tyre at the front of a jeep and driven on a five-hour journey through several villages at the head of an army convoy.
He had just voted in a by-election for the national parliament when he was picked up by an army patrol.
He was allegedly beaten before he was lashed to the vehicle with a sign saying ""This is the fate that will befall stone throwers"" pinned to his chest.
Kashmir is disputed between India and Pakistan and Indian-administered Kashmir has seen a fresh upsurge of violence in the past few months, with stone-throwing civilians pitted against military personnel.
The young army officer responsible, Major Leetul Gogoi, said Mr Dar was seized because he was directing a stone-throwing mob that was besieging a polling station - something denied by both Mr Dar and witnesses in the village.
Major Gogoi says he decided to tie Mr Dar to the jeep in a ""fraction of a moment"" and subsequently claimed it saved 12 lives. Despite the length of Mr Dar's ordeal, he argues it created ""a window to move out of the area safely"".
The incident was filmed and shared on social media, causing uproar in the Muslim-majority Kashmir Valley.
The use of Mr Dar as a human shield was criticised around the world. Amnesty International described it as ""cruel, inhuman and degrading treatment amounting to torture"".
The Indian government announced there would be an inquiry into the incident but on 22 May, before the inquiry had been completed, the army awarded Major Gogoi a commendation medal for, it said, his ""sustained efforts during counter-insurgency operations"".
This incident shows just how difficult India is finding it to keep a lid on unrest in Kashmir.
Indian army sources have told the BBC that morale among soldiers stationed in the valley is very low. Many any soldiers are becoming increasingly uncomfortable with their role in Kashmir, saying they fear they are effectively becoming an army of occupation.
Meanwhile, opposition to Indian rule in Kashmir appears to be deepening. That is reflected in the fact that Mr Dar was just one of 7% of eligible voters who actually voted in the by-election - the lowest turnout for decades.
""We are fighting a legacy of political betrayal, infiltration, rigging in local elections, cynical politics, bad governance, vested interests, religion and regional divides,"" one senior army officer in Kashmir told my colleague, Soutik Biswas, a few weeks ago.
The officer acknowledged how difficult it is to operate in an environment where many people want the army to withdraw and said that, despite efforts to reach out to Kashmiris, the army remains unpopular.
This weekend the chief of the Indian army, General Bipin Rawat, was clear why he wanted to honour Major Gogoi.  He told the Press Trust of India (PTI) that the medal was given as a way of boosting the morale of young officers.
Gen Rawat served for many years in Kashmir and, like many Indians, believes much of the opposition to Indian rule is orchestrated by Pakistan.  He described Major Gogoi's actions as an ""innovation"", arguing the armed forces have the right to self-defence and that by using Mr Dar as a human shield, he avoided the need to fire on the crowd.
""This is a proxy war and a proxy war is a dirty war. It is played in a dirty way. That is where innovation comes in. You fight a dirty war with innovations,"" he told PTI.
""People are throwing stones at us, people are throwing petrol bombs at us. If my men ask me what do we do, should I say, just wait and die?  I will come with a nice coffin with a national flag and I will send your bodies home with honour. Is it what I am supposed to tell them as chief?  I have to maintain the morale of my troops who are operating there,"" Gen Rawat said.
That's certainly what many Kashmiris fear will happen. They say that the award of the medal to Major Gogoi has deepened opposition to Indian rule and to the presence of the army.
Gen Rawat actually appears to be keen to see an escalation in the conflict in Kashmir. ""In fact,"" he told journalists, ""I wish these people, instead of throwing stones at us, were firing weapons at us. Then I would have been happy. Then I could do what I [want to do].""
This is an extraordinary sentiment and a measure of just how difficult India is finding it to keep order in its most restive province.
His worry is that Kashmiris are losing their fear of his troops. If that happens, he says, the country is doomed.
""Adversaries must be afraid of you and at the same time your people must be afraid of you,"" says Gen Rawat. ""We are a friendly army, but when we are called to restore law and order, people have to be afraid of us.""","Amidst ongoing violence in disputed Kashmir, a man named Farooq Ahmed Dar was allegedly beaten and tied to a jeep as a human shield by Indian army personnel during a by-election, sparking international condemnation and raising concerns about the treatment of civilians and army morale in the region."
validation-25,20.797,72,3.46,8.927,"Tents have been torched at a transit camp in Slovenia, allegedly by migrants angry at how they are being treated.","Summarize in one sentence:
They torched the tents at the camp in Brezice to protest at the slow process of registering them and moving them to the Austrian border, witnesses said.
They have also complained of a lack of food, water and blankets in the camp.
Meanwhile the Greek coastguard is searching for a migrant boat believed to have capsized with 14 on board near the island of Samos amid heavy rain.
Samos, where 69,000 people have arrived over the past year, is receiving the highest numbers of migrants of any Greek island apart from Lesbos.
Thousands of migrants continue to pour through the western Balkans and the leaders of those countries have been summoned to a special EU meeting.
The European Commission said President Jean-Claude Juncker had called Sunday's meeting because ""there is a need for much greater cooperation, more extensive consultation and immediate operational action"" to deal with what it called ""the unfolding emergency"".
EU response: EU solution seems nowhere in sight
No-man's land: Border closures leave thousands stranded
Long winter sets in: EU pins hope on deteriorating weather
Merkel under pressure: Chancellor's migrant policy faces criticism at home
Crisis in graphics: Migration numbers explained
Last week Hungary closed its border with Croatia and Serbia and refused to let any more migrants cross, citing security concerns. As a result, the migrants have been diverted to Slovenia on their way to western Europe.
Slovenia says it has been overwhelmed by the nearly 20,000 migrants that have arrived since Friday. It had said it could only take 2,500 migrants a day.
The Slovenian army and the police are working to manage the flow, but aid agencies have been warning of dire conditions as bottlenecks develop at border crossings along the route, just as temperatures are beginning to drop.
But there is no sign that the numbers of migrants and refugees is slowing.
A number of boats carrying around 140 people, including children, arrived at the RAF base at Akrotiri in Cyprus on Wednesday morning.
Many of the migrants heading through the Western Balkans are trying to reach Germany, which is predicting an influx of at least 800,000 asylum seekers this year. Some estimates put the number at over a million.
Many of those will have their asylum bids rejected and a government spokesman confirmed on Wednesday that it was considering the use of military planes to help speed up the deportation process.
Defence Minister Ursula von der Leyen said army transport planes would be used, but only if civilian aircraft were not available.
Chancellor Angela Merkel's domestic popularity has declined in recent weeks because of the influx into Germany.
And an opinion poll on Wednesday said the proportion of Germans who were extremely worried by the situation had risen from 40% in August to 54%.
However a separate poll of members of Mrs Merkel's conservative CDU party found that 82% were happy with her as their leader.
A note on terminology: The BBC uses the term migrant to refer to all people on the move who have yet to complete the legal process of claiming asylum. This group includes people fleeing war-torn countries such as Syria, who are likely to be granted refugee status, as well as people who are seeking jobs and better lives, who governments are likely to rule are economic migrants.","Migrants protesting lack of registration and basic necessities at a camp in Brezice, Slovenia, set their tents on fire, while the Greek coastguard searches for a capsized boat with 14 migrants near Samos, as EU leaders are summoned for a meeting to address the escalating migration crisis and countries like Hungary and Slovenia struggle to cope with the influx."
validation-26,13.515,46,3.40,8.799,The UN Security Council has adopted a resolution calling for UN officials and others to monitor the mass evacuations from rebel-held east Aleppo and the safety of civilians still there.,"Summarize in one sentence:
Some 13,000 people have left the area since Thursday, the UK-based Syrian Observatory for Human Rights says.
The evacuation deal also includes government-held parts of Idlib province besieged by rebels.
The UN envoy for Syria says there are plans for peace talks on 8 February.
Some 7,000 people are still trapped in Aleppo, according to the Syrian Observatory. Conditions there are grim, with no access to food and shelter and minimal medical facilities.
Among those evacuated on Monday were 47 children trapped in an orphanage, children's charity Unicef said in a statement. Some were in a critical condition because of injuries or dehydration, the organisation added.
The evacuees also included seven-year-old Bana Alabed, whose home in eastern Aleppo was bombed and whose appeals for peace on Twitter were heard worldwide.
In a video she expressed relief at escaping the ""endless bombardment in Aleppo"".
After leaving Aleppo city, the evacuees will be moved to parts of Aleppo and Idlib provinces.
The operation restarted late on Sunday. It had stalled after armed men set fire to buses that were about to transport the sick and injured from the mainly Shia, government-held villages of Foah and Kefraya in Idlib province.
The Syrian Observatory said that 500 of the 4,000 villagers left the areas on Monday.
A rebel representative said hundreds of people would also be evacuated from Zabadani and Madaya, two army-besieged rebel towns near the border with Lebanon, as part of the deal.
At the UN Security Council, the 15 members managed to overcome disagreements between Western nations and Russia and unanimously approved the resolution.
It requested the ""UN and other relevant institutions to carry out adequate, neutral monitoring"" of the mass evacuations from Aleppo.
Syria's envoy Bashar Jaafari spoke out against council members who he said had hidden agendas and intended ""to legitimise foreign interference, the changing of legitimate governments by force, or even using military force"".
For monitors to be deployed in Aleppo, they need permission from the Syrian government.
Meanwhile, a gunman killed the Russian ambassador to Turkey in Ankara. The attacker, identified as a police officer, shouted ""Don't forget Aleppo"".
Leaders of both countries, who brokered the deal for the evacuations, said the attack was a ""provocation"" aimed at hurting bilateral ties, and vowed to investigate the killing. It was not clear if the gunman acted alone or had links to any group.","Over 13,000 people have left Aleppo under an evacuation deal, including 47 children, after a previous attempt was halted due to rebel attacks on buses; UN peace talks are planned for February 8."
validation-27,25.638,90,3.51,8.781,"Derbyshire finished an attritional day's cricket on 2-0, 53 runs ahead after Glamorgan were dismissed for 237 just before the close.","Summarize in one sentence:
The home innings fell away against spinners Jeevan Mendis and 16-year-old Hamidullah Qadri in the final session.
Nick Selman's patient 50 off 159 balls was the top score in a largely sedate home effort.
Earlier, seamer Tony Palladino claimed three wickets in quick succession to leave them struggling at 87-4 at tea.
Afghan-born Qadri, Derbyshire's youngest Championship player, bowled tightly with the pink ball under the floodlights, taking 1-16 in 15 overs - including the maiden wicket of Andrew Salter, caught at slip for nine off 75 balls.
Bizarrely, Derbyshire sent out two nightwatchmen in Tom Taylor and Palladino for the last two overs at 21:10 BST, but both men survived to continue on Wednesday.
Glamorgan batsman Nick Selman told BBC Wales Sport:
""It was good to spend time in the middle again, just getting used to that pink ball as they bowled pretty well and stuck to their lines. At the end we weren't patient enough and with our batting line-up we should have got 340 but hopefully we can come out and take some poles.
""When you're set (against the pink ball), it's easy to pick up but with the spin it's a bit tricky to pick up, especially Mendis when he was bowling wrong 'uns. It was quite easy to play during twilight and the more time you spend out there the better.
""If the (bad) weather stays away, we've got a big day and hopefully the quicks can take some poles early on and crack it open.""
Derbyshire bowler Tony Palladino told BBC Radio Derby:
""It's always nice to get wickets early in your spell and it set us up a bit, we had a quiet middle session but we kept it reasonably tight and got our rewards later in the day.
""The pink ball is a lot different, it doesn't buff up as nicely with spit or when you polish it, you just give it a dry polish. It swung early but not much in the middle period so the spinners bowled a lot of overs and it was turning for them.
""(Hamidullah Qadri) bowled like John Emburey there, he did exactly what you what from a finger-spinner in the first innings, he kept it tight and hopefully he'll get his rewards second innings.""","Glamorgan's home innings faltered against spinners Jeevan Mendis and 16-year-old Hamidullah Qadri in the final session, with Nick Selman's 50 being the top score in a lackluster effort, as seamer Tony Palladino's early wickets left them at 87-4 at tea; Derbyshire's young spinner Qadri bowled well with the pink ball."
validation-28,11.322,38,3.36,8.759,"Swedish police say they do not believe the Viola Beach crash driver ""intended to kill himself or the band"".","Summarize in one sentence:
The lead investigator was seeking to clarify earlier comments by police that suggested some of the driver's actions were deliberate.
Band members Kris Leonard, River Reeves, Jack Dakin and Tomas Lowe died, along with manager Craig Tarry, 33, near Stockholm on 13 February.
Lars Berglund said the driver's ""only intention was to avoid a crash"".
Witnesses reported seeing the car going though red lights and barriers before the Warrington band's car plunged 80ft (24m) into a canal off a bridge, the middle section of which was raised.
Mr Berglund told Mirror reporter Rhian Lubin: ""I have not suggested that [the driver] was doing this in order to kill himself or the band. I said he was making a move from the right lane to the left lane and that was not accidental.
""We can see the brake lights. His intention was to stop the car. But maybe his speed was too high and it was too late.""
Earlier, a Stockholm police spokesman said: ""It looks like he [the driver] tried to drive past red lights, barriers.
""All the witnesses thought it looked like he was trying to drive past... there weren't supposed to be cars on the left.
'It is a possibility he deliberately crashed the car, but he may have misunderstood the signs.
""[It is] still subject to investigation and we are still waiting for results of technical investigation too.""
Police have previously confirmed the driver, who has not been identified, had no traces of alcohol or drugs and said it would have been very difficult to pass two lines of parked cars if he was asleep.
The car, carrying the four members of the band and their manager, was recovered from the canal under the E4 highway bridge in Sodertalje, Sweden.
In the week after the accident, the band reached number one in the iTunes chart following a social media campaign backed by Oasis singer Liam Gallagher and Tim Burgess from The Charlatans.
A concert in the band's memory at Warrington's Parr Hall on 2 April has now sold out.
The gig, which will feature friends and bands they have played with, will be hosted in their Warrington hometown by BBC Radio 1 DJ Phil Taggart.","The lead investigator stated that the driver's intention was to avoid a crash, not to deliberately cause harm, as initially suggested by police, following the tragic accident involving a Warrington band."
validation-29,10.619,35,3.30,8.71,"The UK could seek a deal which would allow sections of the economy to remain within the EU's customs union after Brexit, international trade minister Greg Hands has suggested.","Summarize in one sentence:
Mr Hands said officials would be able to choose the type of products to be covered by agreements.
The union operates alongside the EU's single market and free trade area.
It comes after the Brexit secretary said the UK would consider paying for ""best possible"" single market access.
The customs union includes all 28 EU nations, but also Turkey, Monaco, San Marino, Andorra and non-EU UK territories such as the Channel Islands.
They enjoy free trade with each other, but must impose the same tariffs on goods from nations outside the pact and are barred from doing bilateral trade deals with other countries.
Bloomberg news agency published remarks Mr Hands made in an interview this week in which he said the ""history of international trade has got all kinds of examples of customs unions"".
He said the UK could be selective about which individual sectors it wished to be covered by any customs union arrangement.
Mr Hands added: ""You can choose which markets, which products the customs unions affect and which they don't, so there isn't a binary thing of being inside the customs union or outside of the customs union.""
As the pound posted its fifth consecutive week of gains against the euro, Mr Hands's words were cited by financial market commentators as further evidence that fears over a ""hard Brexit"" were easing.
In the Commons on Thursday, Brexit Secretary David Davis had said the ""major criterion"" was getting the best access for goods and services to the European market.
Later, in a speech to CBI Wales in Cardiff, Mr Davis sought to reassure business leaders that immigration controls after Brexit will not be imposed ""in a way that it is contrary to the national and economic interest"".
But Brexit-backing Tory MP Peter Bone said ""people would be absolutely outraged"" if the UK continued to pay the EU after Brexit.
And another prominent Leave campaigner and former Conservative cabinet minister, Iain Duncan Smith, told the BBC he believed Mr Davis had been simply not ruling anything in or out of the government's Brexit negotiations.","UK officials would have the option to select specific products to be included in customs union agreements, according to a Brexit official, potentially allowing for sectoral coverage beyond a full membership."
validation-30,20.400,70,3.43,8.786,"The world's largest wild reindeer herd has fallen by 40% since 2000, scientists have warned.","Summarize in one sentence:
They say that the animals, which live in the Taimyr Peninsula in the northernmost tip of Russia, are being affected by rising temperatures and human activity.
This is causing the animals to change their annual migration patterns.
The research has been presented at the Fall Meeting of the American Geophysical Union (AGU).
""There is a substantial decline - and we are also seeing this with other wild reindeer declining rapidly in other parts of the world,"" said Andrey Petrov, who runs the Arctic Centre at the University of Northern Iowa, US.
The Taimyr herd is one of the most monitored groups of reindeer in the world. The animals have been tracked for nearly 50 years by aerial surveys and more recently by satellite imagery.
The population reached a peak of one million in 2000, but this latest research suggests that there are now only 600,000 reindeer.
""Climate change is at least one of the variables,"" explained Prof Petrov.
""We know in the last two decades that we have had an increase in temperatures of about 1.5C overall. And that definitely impacts migration patterns.""
Industrial development is increasing in the region, which is also changing the animals' distribution.
The researchers found that in the summer, the reindeer were moving east to avoid human activity. But they were also shifting north and to higher elevations.
The team thinks this is to try to get to cooler ground and also to avoid the mosquitoes that are booming as the region gets warmer and wetter.
""They just move and move and move to escape them,"" said Prof Petrov.
This is extending the distance that the animals have to migrate between winter and summer.
""They now have to travel much longer distances to reach those areas with their newborn calves, and that means there is an increase in calf mortality.""
He added that rivers in the region were also growing in size, making them more dangerous for the animals as they had to swim rather than walk across them.
In addition, food in the summer grounds is becoming more scarce, especially as the animals move to higher elevations.
Prof Petrov said it was important to try to halt the decline.
""Reindeer are tremendously important for biodiversity - they are part of the Arctic food chain and without them other species would be in trouble,"" he explained.
""But on the other hand, in all the areas they inhabit, they are vital for peopleâ€™s survival.
""Thousands and thousands of people rely on wild reindeer; it is the basis of their subsistence economy. So it's about human sustainability too.""
Follow Rebecca on Twitter @BBCMorelle","Rising temperatures and human activity in Russia's Taimyr Peninsula are causing wild reindeer to alter their annual migration patterns, with a significant decline from a peak of one million in 2000 to 600,000, according to researchers presenting findings at the AGU, who attribute climate change as a major factor."
validation-31,15.935,55,3.45,8.657,Everton have re-signed Barcelona forward Gerard Deulofeu on a permanent basis after agreeing a £4.3m deal for the one-cap Spain international.,"Summarize in one sentence:
Deulofeu had a successful loan season at Everton in 2013-14 but spent much of the last campaign on the sidelines during a spell at Sevilla.
The 21-year-old has signed a three-year deal and will move on 1 July.
Everton boss Roberto Martinez believes Deulofeu can still develop into one of the game's outstanding young talents.
He told Everton's website: ""We are getting an even more mature player now than he was a couple of seasons ago and a player who considers Everton as home.
""This is why we are incredibly excited to have him back here on a permanent basis and to encourage him to grow, develop and mature his enormous talent.""
Martinez forged a close relationship with the player during their season together and Deulofeu believes his countryman can revive his career.
He has turned down other more lucrative offers to return to Merseyside.
Personal terms have been agreed and it is believed Barcelona will insert a buy-back option into the deal for some future point should he develop as they once hoped.
Deulofeu will become Everton's second signing of the summer after England midfield man Tom Cleverley joined on a free transfer from Manchester United following a successful loan spell at Aston Villa.
Martinez said he was ""really pleased"" to complete the signings early in the transfer window.
He added: ""It was always our intention to work extremely hard behind the scenes to get some really good business done early on during the transfer window.""","Spanish footballer Juan Francisco de Ulloa, or Deulofeu, has signed a three-year contract with Everton after a successful loan spell, stating that he considers the club his home and that Everton manager Roberto Martinez believes he can continue to develop into a top talent."
validation-32,21.374,72,3.37,8.762,India has said that planned talks with Pakistan would go ahead only if Islamabad took action against militants that Delhi said were behind the deadly assault on the Pathankot air base.,"Summarize in one sentence:
A foreign ministry spokesman said the ""ball is in Pakistan's court"" and the ""immediate issue"" was their response.
Indian troops killed six militants during a four-day battle at the base in Punjab, close to the Pakistan border.
Foreign secretaries of the two sides are due to hold peace talks next week.
Although India has not officially announced any dates, Indian media reports say the meeting is due to take place on 14-15 January in Islamabad.
The assault on the Pathankot base started on Saturday, when a group of gunmen - wearing Indian army uniforms - entered residential quarters on the air base.
Seven Indian troops and six militants were killed in the gun battle.
Hopes for Delhi-Islamabad detente were raised in late December after Indian Prime Minister Narendra Modi  paid an unexpected visit to his counterpart Nawaz Sharif  on his way back from Afghanistan and the two sides announced plans to resume peace talks.
But the attack has come as a blow to the peace initiative.
""Pathankot terror attack has put renewed focus on cross-border terrorism,"" Ministry of External Affairs spokesman Vikas Swarup told a press conference in Delhi on Thursday.
""The government's policy towards Pakistan is clear and consistent. India wants friendly relations with all its neighbours including Pakistan,"" he said, adding that ""India will not tolerate cross-border terror"".
On Tuesday, Mr Modi urged an ""immediate"" response to the Pathankot attack after Mr Sharif telephoned him to discuss the incident.
Mr Sharif promised that Pakistan would take ""prompt and decisive action against the terrorists"", Indian officials said.
India's Press Information Bureau said India had provided Pakistan with ""specific and actionable"" information on the attack.
Earlier in the week, the United Jihad Council - a coalition of more than a dozen militant groups fighting against Indian rule in Kashmir - claimed that its ""national highway squad"" was behind the attack.
The council, based in Pakistan-administered Kashmir, is headed by Syed Salahuddin who also leads Hizb-ul Mujahidin, the longest surviving Kashmiri militant group.
Some Indian security officials have suggested the Pakistan-based Islamist militant group Jaish-e-Mohammed was to blame. India says the group is backed by Pakistan, but Islamabad denies this.","A foreign ministry spokesperson stated that the responsibility for addressing the recent militant attack on a Pathankot base in India lies with Pakistan, emphasizing the need for their immediate response following the clash that left six Indian troops and six militants dead. Peace talks between the two countries' foreign secretaries are scheduled for next week, but the assault has complicated efforts towards detente."
validation-33,21.720,76,3.50,8.643,Northern Ireland companies selling to external markets are to be offered more financial support under a scheme announced by the economy minister.,"Summarize in one sentence:
The Stormont executive has a target of growing external sales by 33% over the next four years and by 80% by 2025.
The ""trade accelerator plan"" includes increased grants to visit trade shows.
Small and medium sized firms will also get accommodation and travel grants for market development trips to Great Britain and the Republic of Ireland.
Economy Minister Simon Hamilton said increasing exports was critical to ""transforming Northern Ireland into a globally competitive economy"".
The most recent trade figures show that manufacturing exports from Northern Ireland were up by 9.5% in the year ending June 2016.
External sales are all those sales made outside Northern Ireland, that is sales to Great Britain, the Republic of Ireland and anywhere else in the world.
Exports consist of all sales made outside the United Kingdom.
Pharmaceutical firms have performed particularly strongly with exports up by 84% or Â£527m.
However, the number of firms that are exporting has continued to drift downwards and are there now fewer than 1,000 exporting businesses in Northern Ireland.
The last executive fell significantly short of it export targets.
It aimed to grow manufacturing exports by 20% but growth was less than 6%.
Mr Hamilton said: ""I want us to look at existing markets and new ones as huge opportunities for Northern Ireland.
""We are already doing exceptionally well at exporting our goods and services but I believe we can do even better.""","The Stormont executive's ""trade accelerator plan"" aims to boost external sales by 33% in four years and 80% by 2025 through increased grants for trade shows, SME market development trips to UK and ROI, and Economy Minister Simon Hamilton's focus on transforming Northern Ireland into a globally competitive economy, despite recent underachievement in meeting export targets."
validation-34,17.939,60,3.34,8.764,"Liverpool should re-sign Steven Gerrard as a player and coach as the ""only effects would be positive"", says the club's former defender Mark Lawrenson.","Summarize in one sentence:
Gerrard, 36, is leaving MLS club LA Galaxy and claims he is considering ""options on and off the pitch"".
Lawrenson feels Gerrard could ""definitely play in this Liverpool team"" and be used in a coaching role.
""They will not have to pay him fortunes - they can tell him if they need him he'll play,"" said Lawrenson.
""The most important thing in all this, though, is that he would not be seen as a threat by Jurgen Klopp if he was on the coaching staff.
""He would be brilliant to have around the club because he would be in awe of Klopp, so that is just not a worry. I am sure Klopp would love it too - the only effects would be positive.
""He has already coached Liverpool's under-16 team for a while in 2015 and really enjoyed it,"" added Lawrenson, who made 356 appearances for the club. ""If you are an under-16 and getting coached by Stevie G, then how good is that?""
Gerrard is pursuing his Uefa A coaching licence - the second-highest qualification offered - and has punditry commitments lined up. But Lawrenson believes Gerrard would ""definitely be open"" to being registered as a player.
He left Anfield in 2015 after spending 17 years in the first team, making 710 appearances, scoring 186 goals and winning eight major trophies.
The midfielder played 34 times for Galaxy over two seasons and insists he will be back in football in some capacity. He has been linked with moves to Celtic and Newcastle in recent weeks.
Klopp allowed Gerrard to train with the first team during the MLS off season and has previously said the former Reds' captain is ""always so welcome"" at the club.
Lawrenson also wants the club to utilise Jamie Carragher, who retired in 2013 after 737 Liverpool appearances, insisting drawing on the experience of two former greats is ""a no brainer"".
He added: ""I would let those two come in and take a couple of training sessions at Anfield as well. They would offer a different voice and a different point of view, without undermining the manager. Can you imagine them in the coaches room with Klopp? It would be great.""","Liverpool could benefit from Steven Gerrard's coaching and playing expertise, according to former player Ian Lawrenson, who suggests the ex-captain, with his UEFA A license and admiration for current boss Jurgen Klopp, would not pose a threat in a coaching role and could positively influence young players."
