name,latency_s,tokens_generated,tokens_per_s,peak_mem_gb,reference,prompt,output
validation-23,0.901,34,37.74,0.881,negative,"Review: i 'm just too bored to care . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer expresses boredom and dissatisfaction with their lack of interest in anything, which suggests that they are not engaged with something in particular."
validation-24,1.902,65,34.17,0.888,negative,"Review: though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the film, stating that both the actors and director, Jay Scherick and David Ronning, cannot make it more than fitfully entertaining. They criticize the script as disjointed and haphazard, and express disappointment in the overall quality of the film."
validation-25,1.799,42,23.34,0.881,negative,"Review: do not see this film . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer expresses dissatisfaction with the film, stating that they ""do not see this film."" This suggests that they did not enjoy it and would not recommend it to others."
validation-26,3.145,102,32.44,0.889,negative,"Review: his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the comedian's premise, stating that it is ""hackneyed"" and ""plain crude,"" which suggests that they found the humor to be offensive or unoriginal. They also mention that the comedian's attempts at provoking shock laughter were ""shocked laughter,"" which further emphasizes their disappointment with the material. Overall, the reviewer feels that the comedian's approach was not well-received and did not provide enough depth or substance for them to enjoy."
validation-27,1.403,55,39.20,0.883,negative,"Review: there 's not enough here to justify the almost two hours . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the length of time they spent at the place, stating that ""there's not enough here to justify the almost two hours."" This suggests that the experience was unfulfilling and did not meet their expectations."
validation-28,2.429,86,35.40,0.889,negative,"Review: stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the film ""Stealing Harvard,"" describing it as evidence of the ""fearless"" brothers Peter and Bobby, and their reliance on screen comedy. They also criticize the film's direction and acting, stating that it is ""wheezing to an end."" Overall, the reviewer feels that the film is not worth watching and would not recommend it to others."
validation-29,1.209,36,29.77,0.881,negative,"Review: that 's a cheat . 
Is the sentiment positive or negative?","The sentiment of ""that's a cheat"" is negative. The word ""cheat"" implies that something is not genuine or authentic, and the speaker is expressing dissatisfaction with it."
validation-30,2.728,81,29.69,0.886,negative,"Review: the film tries too hard to be funny and tries too hard to be hip . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer expresses dissatisfaction with the film's attempt at being funny and hip, describing it as ""too hard"" and ""try too hard."" They also mention that the film fails to engage with their expectations and leaves them feeling uninterested in what they were hoping for. Overall, the reviewer feels that the film failed to deliver on its promises and left them feeling disappointed."
validation-31,2.169,75,34.58,0.887,positive,"Review: the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 
Is the sentiment positive or negative?","The sentiment of the review is generally positive. The reviewer notes that the film's structure, including its ending, seems to be well-executed and satisfying. They also mention that the actors in the cast have returned to their previous roles, which suggests that they are still enjoying the experience. Overall, the review seems to be praising the film's quality and potential for续 stories."
validation-32,1.309,53,40.49,0.884,positive,"Review: altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . 
Is the sentiment positive or negative?","The sentiment of the review is positive. The reviewer describes the film ""Altogether"" as ""successful"" and ""most touching reconsideration of the familiar masterpiece."" They also mention that it was a ""most enjoyable"" experience, which further suggests a positive opinion."
validation-33,2.132,81,37.99,0.887,positive,"Review: this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . 
Is the sentiment positive or negative?","The sentiment of the review is positive. The reviewer describes the show as ""winning"" and ""showcasing Canadians can put gentle laughs and equally gentle sentiments on the button."" They also mention that it is ""easily accessible"" to viewers from all over the world, which further suggests a positive opinion about the show's quality. Overall, the review is highly positive and recommends the show to others."
validation-34,3.446,104,30.18,0.887,negative,"Review: it 's like watching a nightmare made flesh . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer describes the movie as ""like watching a nightmare made flesh,"" which implies that they found it to be very disturbing and unsettling. The use of the word ""nightmare"" suggests that the reviewer had a strong emotional reaction to the film, and the phrase ""made flesh"" implies that the movie was so disturbing that it felt like it was real. Overall, the review conveys a sense of unease and discomfort, which is consistent with the sentiment expressed in the text."
validation-35,2.691,92,34.19,0.888,positive,"Review: without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . 
Is the sentiment positive or negative?","The sentiment of the review is positive. The reviewer describes the novel as ""expertly weaved"" and ""complex,"" indicating that they found it to be engaging and thought-provoking. They also mention the use of ""entangled inter relationships"" and ""复杂的 morality,"" which suggests that the book has a compelling plot and explores important themes in a way that is both entertaining and thought-provoking. Overall, the review seems to have a positive tone."
validation-36,2.767,104,37.58,0.887,negative,"Review: one long string of cliches . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer uses phrases such as ""one long string of cliches"" and ""cliches,"" which suggest that the product being reviewed has a repetitive or formulaic feel, and that it lacks originality or creativity. Additionally, the reviewer mentions that they found the product to be ""boring"" and ""annoying,"" which further emphasizes their dissatisfaction with the product's style. Overall, the language used in the review suggests that the reviewer had a negative experience with the product."
validation-37,2.521,75,29.75,0.886,negative,"Review: it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the plot and the lead actress, describing them as ""out of their depth."" They also mention that the movie is ""hampered by a lifetime-channel kind of plot,"" which further emphasizes their disappointment. Overall, the reviewer feels that the film did not live up to their expectations and was unfulfilling."
validation-38,2.590,78,30.12,0.886,negative,"Review: the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes . 
Is the sentiment positive or negative?","The sentiment of the review is generally positive, with the reviewer stating that the movie ""gets"" better in the first few minutes. However, they also mention that the movie becomes ""awful"" as the story progresses, which could be interpreted as a negative aspect of the film's quality. Overall, the review seems to have a neutral tone, with both positive and negative aspects being mentioned."
validation-39,2.188,86,39.30,0.886,negative,"Review: it 's a cookie-cutter movie , a cut-and-paste job . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer describes the movie as ""cookie-cutter"" and ""cut-and-paste,"" which suggests that it lacks originality or creativity. Additionally, the use of the word ""job"" implies that the movie is not well-made or engaging, which further contributes to the negative sentiment. Overall, the reviewer expresses dissatisfaction with the film's execution and suggests that it could have been better made."
validation-40,1.443,54,37.42,0.883,negative,"Review: it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the product, stating that it offers ""little beyond the momentary joys of pretty and weightless intellectual entertainment."" This suggests that they found the experience to be unfulfilling and unenjoyable."
validation-41,2.804,98,34.95,0.889,negative,"Review: the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer expresses dissatisfaction with the film's portrayal of a young man who appears unimportant and unlikable, despite his potential for good. They suggest that the film fails to make a meaningful connection with the audience and suggests that it may be a missed opportunity to explore the complexities of human nature. Overall, the reviewer feels that the film lacks depth and substance, and they believe that it could have been more impactful if it had taken a different approach."
validation-42,3.386,100,29.53,0.889,negative,"Review: for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution . 
Is the sentiment positive or negative?","The sentiment expressed in this review is negative. The reviewer describes the experience as ""writhing, wailing, tears, rage, and opium overdoses,"" which suggests that the person has experienced intense emotions during their love's dissolution. The use of strong language such as ""no sense of actual passion being washed away"" and ""opium overdoses"" further emphasizes the negative nature of the situation. Overall, the review conveys a sense of despair and dissatisfaction with the state of the relationship."
validation-43,1.940,74,38.14,0.885,negative,"Review: expect the same-old , lame-old slasher nonsense , just with different scenery . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the film, stating that it lacks originality and is simply ""same-old, lame-old slasher nonsense."" They also mention that the scenery is ""different,"" which further emphasizes their disappointment. Overall, the reviewer feels that the film did not live up to their expectations and left them feeling unfulfilled."
validation-44,2.106,80,37.99,0.886,negative,"Review: sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . 
Is the sentiment positive or negative?","The sentiment expressed in this review is negative. The reviewer describes the product as ""less than objective,"" which suggests that they did not find it to be valuable or useful. Additionally, the use of the word ""sacrifices"" implies that the product was taken for granted or unnecessary, which further contributes to the negative sentiment. Overall, the reviewer expresses dissatisfaction with the product's value and purpose."
validation-45,1.741,54,31.02,0.883,positive,"Review: the film is powerful , accessible and funny . 
Is the sentiment positive or negative?","The sentiment of the review is positive. The reviewer describes the film as ""powerful,"" ""accessible,"" and ""funny."" These words suggest that they enjoyed the film and found it to be entertaining and enjoyable. Therefore, the overall sentiment of the review is positive."
validation-46,2.366,72,30.44,0.886,positive,"Review: the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . 
Is the sentiment positive or negative?","The sentiment of this review is generally positive. The reviewer describes the film as ""inspirational"" and ""tidy,"" which suggests that they found it to be well-made and well-crafted. They also mention that the film has a strong narrative structure, which could be seen as a positive aspect. Overall, the review seems to have a positive tone."
validation-47,1.990,58,29.14,0.884,positive,"Review: this is a good script , good dialogue , funny even for adults . 
Is the sentiment positive or negative?","The sentiment of the review is positive. The reviewer describes the script as ""good,"" the dialogue as ""funny,"" and the adult content as ""even for adults."" These phrases suggest that the script, dialogue, and adult content are all enjoyable to watch for those who enjoy these elements."
validation-48,2.670,107,40.07,0.89,negative,"Review: ... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . 
Is the sentiment positive or negative?","The sentiment of this review is generally negative. The reviewer describes the film as ""spliced random moments of a Chris Rock routine"" and ""self-serious spy thriller,"" which suggests that it lacks originality or creativity. Additionally, the reviewer notes that the film has a ""cliche-riddled but self-serious"" feel to it, which could be seen as a negative aspect of the film's style. Overall, the language used in the review suggests that the reviewer did not enjoy the film and would not recommend it to others."
validation-49,2.359,83,35.18,0.887,negative,"Review: involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer describes the story as involving ""two mysteries,"" which suggests that there may be some level of intrigue or mystery involved in the plot. However, the reviewer also mentions that the outcome of the story is ""hardly matters,"" which implies that the story has little impact on the reader's experience. Overall, the reviewer seems to have had a negative opinion of the story."
validation-50,3.044,98,32.20,0.888,negative,"Review: the result is a gaudy bag of stale candy , something from a halloween that died . 
Is the sentiment positive or negative?","The sentiment expressed in this review is negative. The reviewer describes the product as ""stale candy"" and ""a gaudy bag of stale candy,"" which suggests that they did not find it to be enjoyable or satisfying. Additionally, the use of the word ""halloween"" implies that the reviewer was referring to a specific holiday or event, which further contributes to their negative opinion. Overall, the language used in the review is critical and conveys a strong negative sentiment towards the product."
validation-51,2.072,71,34.27,0.887,negative,"Review: if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer expresses dissatisfaction with the movie's self-consciousness and suggests that it fails to engage deeply with the audience. They also mention that they find the movie too self-conscious, which further contributes to their negative opinion. Overall, the reviewer believes that the movie fails to capture the essence of what makes a good film."
validation-52,2.310,93,40.26,0.888,positive,"Review: an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . 
Is the sentiment positive or negative?","The sentiment of this review is positive. The reviewer describes the opera as ""entertainingly acted,"" ""magnificently shot,"" and ""gripping enough to sustain most of its 170-minute length."" These phrases suggest that the performance was well-received, and the director's attention to detail in capturing the story and characters was appreciated. Overall, the language used to describe the opera is descriptive and enthusiastic, which indicates a positive sentiment."
validation-53,2.168,81,37.37,0.888,positive,"Review: the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . 
Is the sentiment positive or negative?","The sentiment of this review is positive. The reviewer describes the use of ""fly-on-the-wall"" as a refreshing departure from the current trend of docu-makers being visible in their work, and notes that it helps to create a more authentic and engaging portrayal of rural French school life. Overall, the reviewer seems to be impressed with the innovative approach taken by the filmmakers to capture the essence of rural schools."
validation-54,2.275,69,30.33,0.885,negative,"Review: you wo n't like roger , but you will quickly recognize him . 
Is the sentiment positive or negative?","The sentiment of the review is positive. The reviewer uses the phrase ""you won't like Roger"" to express their dissatisfaction with the person they are referring to, and then goes on to say that they will quickly recognize them. This suggests that the reviewer has had a good experience with the person in question and would not want to see them again."
validation-55,2.273,68,29.92,0.885,positive,"Review: director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . 
Is the sentiment positive or negative?","The sentiment of the review is positive. The reviewer describes the film as ""delicious colors"" and ""grand costumes and sets,"" which suggests that they had a great time watching it. Additionally, the use of the word ""beautiful"" indicates a positive opinion of the film's visual aspects. Overall, the review has a strong positive tone."
validation-56,1.953,73,37.38,0.884,negative,"Review: very bad . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer uses phrases such as ""very bad"" and ""terrible,"" which indicate strong dissatisfaction with their experience. Additionally, they mention that the service was slow and unhelpful, which further contributes to a negative opinion. Overall, the language used in the review is critical and indicates a strong negative sentiment towards the establishment."
validation-57,1.413,47,33.26,0.884,negative,"Review: at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer expresses disappointment that they will not be able to fully understand Derrida's work without knowing anything about it, and suggests that this will make them feel unprepared for leaving the theater."
validation-58,2.608,83,31.82,0.887,positive,"Review: a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . 
Is the sentiment positive or negative?","The sentiment of this review is positive. The reviewer describes the film as ""difficult"" but also ""absorbing,"" indicating that they found it engaging and satisfying. They also mention that the film manages to convey more substance than many others, which suggests that it has a strong message or theme. Overall, the language used in the review is positive and conveys a sense of satisfaction with the film's quality."
validation-59,3.123,88,28.18,0.888,positive,"Review: not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 
Is the sentiment positive or negative?","The sentiment of this review is positive. The reviewer describes the violence and grandeur of Japanese cinema as ""not since Japanese filmmaker Akira Kurosawa's run have the savagery of combat and the specter of death been visualized with such operatic grandeur."" This suggests that the reviewer has had a highly favorable experience with the film, and they would describe it as one of the most visually stunning and powerful films ever made."
validation-60,2.362,82,34.72,0.889,negative,"Review: it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . 
Is the sentiment positive or negative?","The sentiment of the review is negative. The reviewer expresses dissatisfaction with the film ""Kung Pow,"" stating that it is not funny at all, and that it is not any funnier than other martial arts movies. They also mention the use of ""impish augmentation"" as an example of overuse of humor in the film. Overall, the reviewer feels that ""Kung Pow"" is not worth watching."
validation-61,2.017,79,39.17,0.886,negative,"Review: feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the film's formulaic and familiarity, describing it as feeling ""too formulaic"" and ""too familiar."" They also mention that the film lacks ""transgressive thrills,"" which suggests that they did not find it exciting or original. Overall, the reviewer believes that the film does not meet their expectations for its style and substance."
validation-62,2.271,79,34.78,0.886,positive,"Review: deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises 
Is the sentiment positive or negative?","The sentiment of this review is positive. The reviewer describes the film as ""deliriously funny,"" ""fast and loose,"" and ""accessible to the uninitiated."" They also mention that it has ""full of surprises,"" which suggests that they found the humor to be unexpected and enjoyable. Overall, the language used in the review is enthusiastic and descriptive, indicating a positive opinion of the film."
validation-63,1.861,58,31.17,0.885,negative,"Review: it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer expresses dissatisfaction with the quality of Carvey's voice, stating that it is not sufficient and requires constant effort to get to the good stuff. They also mention that they found the experience to be tiring, which further emphasizes their negative opinion."
validation-64,2.478,82,33.10,0.888,negative,"Review: too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . 
Is the sentiment positive or negative?","The sentiment of this review is negative. The reviewer describes the movie as ""too restrained"" (too controlled), ""too mercenary"" (too focused on violence and action), ""too dull"" (not engaging) and ""too pretentious"" (obtaining a high level of sophistication). These phrases indicate that the reviewer found the movie to be uninteresting, unengaging, and not well-made."
validation-65,1.389,51,36.71,0.884,positive,"Review: for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . 
Is the sentiment positive or negative?","The sentiment of this review is generally positive. The reviewer describes pentacostal practices as ""an eye-opener,"" which suggests that they found them interesting or informative. They also mention that the experience was particularly impactful, which further emphasizes their positive opinion."
validation-66,2.657,103,38.77,0.889,positive,"Review: ... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . 
Is the sentiment positive or negative?","The sentiment of this review is positive. The reviewer describes the movie ""A Story We Have Notseen On the Big Screen Before"" as a ""story that we Americans, and human beings, should know."" This suggests that they find the film to be engaging, informative, and thought-provoking, which are generally considered positive qualities in movies. Additionally, the use of the word ""should know"" implies that the reviewer believes the film has something important to share with their audience, which further supports the positive sentiment."
